id_solicitante,id_solicitacao_emprestimo,id_historico_banco,id_solicitante,idade,salario,situacao_imovel,tempo_trabalho,id_solicitacao_emprestimo,motivo,pontuacao,valor_total_solicitado,taxa_juros,possibilidade_inadimplencia,renda_percentual,id_historico_banco,inadiplencia_anteior,tempo_primeira_solicitacao
PpPeS9UF-0dBP,Sw2PQXme-DsIO,yCHbrx5m-1Cde,PpPeS9UF-0dBP,27,37440,Aluguel,5,Sw2PQXme-DsIO,"Pessoal ",A,15000,7.9,1,0.4,yCHbrx5m-1Cde,N,8
BUxjPn2l-TzMK,djDr0n10-AxHt,YuWFt4pP-YLpE,BUxjPn2l-TzMK,25,20000,Aluguel,2,djDr0n10-AxHt,"Pessoal ",D,2500,15.7,1,0.13,YuWFt4pP-YLpE,N,2
8Ezbl5EF-le6m,uz3MJnvb-wsQt,PnB04pWW-5U3M,8Ezbl5EF-le6m,26,35652,Aluguel,5,uz3MJnvb-wsQt,Pagamento_debitos,B,1400,11.49,1,0.04,PnB04pWW-5U3M,N,4
YX1XFG6g-xFIG,oBKaPN11-Bp0B,3dPnHbcb-8cFF,YX1XFG6g-xFIG,23,50000,Aluguel,1,oBKaPN11-Bp0B,"Empreendimento ",B,25000,11.83,1,0.5,3dPnHbcb-8cFF,N,4
gtDSrSOc-kYcu,ceAgKh8n-3CmZ,i1sOmpwW-YouD,gtDSrSOc-kYcu,23,47800,Hipoteca,4,ceAgKh8n-3CmZ,"Medico ",B,18000,10.95,1,0.38,i1sOmpwW-YouD,N,3
PpHlkMHL-1RqP,Iz4eaj27-xk0L,kfRHEjEk-veme,PpHlkMHL-1RqP,22,17720,Aluguel,6,Iz4eaj27-xk0L,Melhora_lar,B,5000,9.62,1,0.28,kfRHEjEk-veme,N,4
wUFbxdAw-XXgj,1HsoQ87j-cPsJ,WNka4PsG-i9SI,wUFbxdAw-XXgj,23,35000,Aluguel,2,1HsoQ87j-cPsJ,Pagamento_debitos,A,11900,7.66,1,0.34,WNka4PsG-i9SI,N,3
wKtel7MK-SQXu,a9KkL8JH-WEQc,JnggBLH2-Tjlj,wKtel7MK-SQXu,23,28800,Aluguel,1,a9KkL8JH-WEQc,"Pessoal ",D,1675,15.21,1,0.06,JnggBLH2-Tjlj,S,2
CjbfZANO-i1h6,tsDD3atp-iiYj,75qt3o7I-ias0,CjbfZANO-i1h6,30,76500,Aluguel,11,tsDD3atp-iiYj,"Medico ",D,12000,17.27,1,0.13,75qt3o7I-ias0,N,10
H30kaYTs-hARM,G9FprmH3-gUdx,a3cFB2fz-khH0,H30kaYTs-hARM,27,54400,Hipoteca,NULL,G9FprmH3-gUdx,"Medico ",D,15000,15.65,1,0.23,a3cFB2fz-khH0,S,9
0CmbPtSf-aknU,YONPL4oZ-orAu,SXhJckXG-OyMH,0CmbPtSf-aknU,26,47000,Aluguel,7,YONPL4oZ-orAu,"Medico ",A,15000,7.9,1,0.32,SXhJckXG-OyMH,N,4
IFosmpcn-RH5k,3T5L3JbR-dSI0,QOcLpQcm-xRHa,IFosmpcn-RH5k,32,41000,Aluguel,2,3T5L3JbR-dSI0,"Medico ",D,6400,15.65,1,0.16,QOcLpQcm-xRHa,S,6
cGOW1ZDQ-vOrW,AXZS4hP9-TUSL,SrOiRbvc-LwDd,cGOW1ZDQ-vOrW,27,33600,Aluguel,NULL,AXZS4hP9-TUSL,"Medico ",D,3000,16.89,1,0.09,SrOiRbvc-LwDd,N,8
qvGzhlqa-IDgI,ofFXNAfH-z9st,mogyWRRa-rU2I,qvGzhlqa-IDgI,24,39000,Aluguel,1,ofFXNAfH-z9st,Pagamento_debitos,E,5000,16.77,1,0.13,mogyWRRa-rU2I,S,3
GrQRoQz4-rqyi,IhfZXxg0-Kj0x,QdGzLYxH-9dIs,GrQRoQz4-rqyi,22,49000,Aluguel,7,IhfZXxg0-Kj0x,Pagamento_debitos,C,3000,12.23,1,0.06,QdGzLYxH-9dIs,S,2
hnnJ38Nn-iLck,HkzKy41D-yKWN,ExP9u9oO-lFNu,hnnJ38Nn-iLck,29,58800,Hipoteca,13,HkzKy41D-yKWN,"Empreendimento ",B,NULL,14.18,NULL,0.11,ExP9u9oO-lFNu,S,3
aRmkvvIZ-RfTB,7noNw3Ow-sxzK,oEutuw47-jPIr,aRmkvvIZ-RfTB,25,36000,Aluguel,9,7noNw3Ow-sxzK,"Pessoal ",C,8000,12.73,1,0.22,oEutuw47-jPIr,S,2
53UF7NIY-TR61,OczvolIm-ciWh,MK8DTj2e-8g47,53UF7NIY-TR61,23,39325,Hipoteca,3,OczvolIm-ciWh,"Educativo ",C,2800,12.87,1,0.07,MK8DTj2e-8g47,N,4
2Ohglu3s-YlPB,2Hd5F9aC-NEyL,IwOcdhGP-mLQB,2Ohglu3s-YlPB,22,26784,Aluguel,6,2Hd5F9aC-NEyL,Pagamento_debitos,D,5500,14.74,1,0.21,IwOcdhGP-mLQB,N,4
ZTdmiTQM-wLgf,BBYNCwA8-kT6C,gajEgexp-sqGD,ZTdmiTQM-wLgf,35,648000,Hipoteca,6,BBYNCwA8-kT6C,"Pessoal ",E,10000,17.19,1,0.02,gajEgexp-sqGD,S,8
UvW5S1gL-UBY3,ZOmRgUAz-ZJyM,yt0Pg3Pi-3ha8,UvW5S1gL-UBY3,29,40404,Aluguel,4,ZOmRgUAz-ZJyM,"Empreendimento ",A,14000,8.49,1,0.35,yt0Pg3Pi-3ha8,N,10
yTnfcp2I-X4CD,293hrAIC-Dssl,hq5SQELr-b1pr,yTnfcp2I-X4CD,27,32000,Outros,10,293hrAIC-Dssl,"Educativo ",C,15000,NULL,1,0.47,hq5SQELr-b1pr,N,7
UheUio1P-rFI1,jhlHU7Li-iYF0,xp5M8ljX-0gY0,UheUio1P-rFI1,30,30809,Aluguel,1,jhlHU7Li-iYF0,"Medico ",B,11200,11.99,1,0.36,xp5M8ljX-0gY0,N,8
JnDKWg0j-z89p,0KgbxTX4-M8ht,dZFEZ7Df-RAJE,JnDKWg0j-z89p,24,70000,Aluguel,3,0KgbxTX4-M8ht,"Educativo ",B,25000,11.86,1,0.36,dZFEZ7Df-RAJE,N,4
74JOTgMS-5pfl,UoK5vp54-4gHp,nMnJSJ0I-eBys,74JOTgMS-5pfl,24,134000,Hipoteca,2,UoK5vp54-4gHp,Pagamento_debitos,D,25000,14.83,1,0.19,nMnJSJ0I-eBys,N,4
E24tdG2E-XSjf,aqKurn4w-Nzei,lSIr04Er-zx2e,E24tdG2E-XSjf,28,225000,Hipoteca,11,aqKurn4w-Nzei,"Educativo ",E,9000,16.95,1,0.04,lSIr04Er-zx2e,S,8
nNFD4g9k-qS30,W4v4oe1U-umCA,txFLZC2A-rprG,nNFD4g9k-qS30,25,84000,Hipoteca,9,W4v4oe1U-umCA,Pagamento_debitos,D,5000,16.02,1,0.06,txFLZC2A-rprG,N,3
ifBTmAQp-rjNp,WhhzIpfg-1baf,M2yQtjxn-gIzr,ifBTmAQp-rjNp,33,16620,Propria,NULL,WhhzIpfg-1baf,Melhora_lar,A,3000,5.99,1,0.18,M2yQtjxn-gIzr,N,6
Wdl1lCx4-QUS0,ajsOBYFy-9m0f,5GO8igkz-bP72,Wdl1lCx4-QUS0,25,86004,Hipoteca,3,ajsOBYFy-9m0f,"Pessoal ",A,15000,6.91,1,0.17,5GO8igkz-bP72,N,4
hbF2wr7y-0bzm,tavKKaun-M4QZ,c205XEpZ-y7vP,hbF2wr7y-0bzm,23,39000,Aluguel,2,tavKKaun-M4QZ,Melhora_lar,D,10000,15.2,1,0.26,c205XEpZ-y7vP,N,4
5HpYCenb-AMxn,qDXNbGa6-t7sX,MDeN8iHe-uBrY,5HpYCenb-AMxn,36,48000,Aluguel,8,qDXNbGa6-t7sX,"Medico ",C,15000,13.98,1,0.31,MDeN8iHe-uBrY,N,15
xNTEC7Lf-2ZaF,OjBc2ZNS-lvm3,kuGmG3EZ-OA8f,xNTEC7Lf-2ZaF,26,60000,Hipoteca,9,OjBc2ZNS-lvm3,"Pessoal ",B,10000,12.21,1,0.17,kuGmG3EZ-OA8f,N,4
xsjYpBPv-AbIK,db8nE6ny-NNOJ,9rn58Rlj-bWj0,xsjYpBPv-AbIK,22,26400,Aluguel,3,db8nE6ny-NNOJ,"Pessoal ",B,10000,9.88,1,0.38,9rn58Rlj-bWj0,N,2
P60uPZD8-fNgP,qMuXEKkj-MTpJ,RK9DqcRN-n7HA,P60uPZD8-fNgP,29,36000,Aluguel,6,qMuXEKkj-MTpJ,"Empreendimento ",A,12000,7.49,1,0.33,RK9DqcRN-n7HA,N,7
t5Q9r6y3-qexA,Z40Me1z8-X4PI,vNWt5pNJ-UDky,t5Q9r6y3-qexA,34,50000,Aluguel,4,Z40Me1z8-X4PI,"Pessoal ",B,18000,8.88,1,0.36,vNWt5pNJ-UDky,N,9
nIF362OC-JSO6,7Ncgg59S-rNux,brYD4PKU-93AQ,nIF362OC-JSO6,22,14400,Aluguel,1,7Ncgg59S-rNux,"Empreendimento ",D,5600,14.59,1,0.39,brYD4PKU-93AQ,S,2
itJNgJBN-b8uo,GtIRz2wl-oy56,ac0ELqei-yUiq,itJNgJBN-b8uo,24,27600,Aluguel,4,GtIRz2wl-oy56,"Pessoal ",D,7000,15.62,1,0.25,ac0ELqei-yUiq,S,4
my8zwz9D-YkJJ,KAvYsKKX-FFkm,KmuonKdy-JaId,my8zwz9D-YkJJ,26,62900,Hipoteca,4,KAvYsKKX-FFkm,"Medico ",A,11000,7.9,1,0.15,KmuonKdy-JaId,N,3
y4HNWi07-kFsL,Jl12F6Bd-MaDw,xI6zrbRz-4aJA,y4HNWi07-kFsL,22,44000,Aluguel,NULL,Jl12F6Bd-MaDw,"Pessoal ",D,4500,14.46,1,0.1,xI6zrbRz-4aJA,S,2
jH2183qq-FU2W,CpbYPJsp-HUuz,DacIgjYY-d9Cu,jH2183qq-FU2W,27,20000,Aluguel,4,CpbYPJsp-HUuz,"Pessoal ",C,3250,NULL,1,0.16,DacIgjYY-d9Cu,N,5
vm9oCPiu-t6Wi,teiOJnuJ-RdZO,2brsKYgp-RuDu,vm9oCPiu-t6Wi,29,56500,Aluguel,3,teiOJnuJ-RdZO,"Medico ",B,7000,NULL,1,0.12,2brsKYgp-RuDu,N,8
U1KvJMHY-tL2T,GPFE0xo7-aLK5,Evni9ShU-P2kQ,U1KvJMHY-tL2T,24,36000,Aluguel,2,GPFE0xo7-aLK5,Melhora_lar,D,2500,16.77,1,0.07,Evni9ShU-P2kQ,N,3
pELY9TdQ-SeuE,S7Ds7B43-q9Gj,cN6vWyjS-pN5h,pELY9TdQ-SeuE,25,55200,Aluguel,7,S7Ds7B43-q9Gj,"Empreendimento ",B,20000,NULL,1,0.36,cN6vWyjS-pN5h,N,4
HOJWjAmm-pS2Z,d4BneHMg-ZZHL,hNw8eZZ4-6MZt,HOJWjAmm-pS2Z,23,93000,Aluguel,6,d4BneHMg-ZZHL,"Pessoal ",C,20000,13.22,1,0.22,hNw8eZZ4-6MZt,N,3
aTFJaGeT-P7oJ,pbFZASA6-8nv6,9MBAhoMo-EW7u,aTFJaGeT-P7oJ,28,27050,Aluguel,NULL,pbFZASA6-8nv6,"Empreendimento ",C,8500,15.96,1,0.31,9MBAhoMo-EW7u,S,10
PB9LPDXz-B5kR,36INMjmK-GjJG,UgId82Rn-n7uK,PB9LPDXz-B5kR,28,14400,Aluguel,2,36INMjmK-GjJG,"Empreendimento ",C,4800,14.65,1,0.33,UgId82Rn-n7uK,S,9
EkNMricS-DiSg,1BXKMwYs-ukf8,y65bqEmP-nLhr,EkNMricS-DiSg,28,276000,Aluguel,NULL,1BXKMwYs-ukf8,"Pessoal ",A,NULL,12.21,1,0.36,y65bqEmP-nLhr,N,14
o6DTU5eu-X7Ou,3XT8QHat-eFuD,YGi0PFAs-4OTW,o6DTU5eu-X7Ou,23,82800,Hipoteca,1,3XT8QHat-eFuD,Melhora_lar,B,12000,9.76,1,0.14,YGi0PFAs-4OTW,N,2
xWhnWhZ4-jdSn,QHQUERFA-PufL,5Ov9ogJJ-XOgT,xWhnWhZ4-jdSn,25,54000,Aluguel,1,QHQUERFA-PufL,Pagamento_debitos,D,20000,14.11,1,0.37,5Ov9ogJJ-XOgT,N,4
ar0WMM5s-vay2,yL1ZqUjk-g8ht,KpXShv89-sJP6,ar0WMM5s-vay2,37,73000,Aluguel,21,yL1ZqUjk-g8ht,Pagamento_debitos,D,14000,16.02,1,0.19,KpXShv89-sJP6,N,17
t32gnjou-ZJ3Q,KCeyZTHe-YaUI,pWMilwZl-lzxu,t32gnjou-ZJ3Q,34,60000,Hipoteca,18,KCeyZTHe-YaUI,"Educativo ",B,3000,11.99,1,0.05,pWMilwZl-lzxu,N,10
f9oOKewr-5OAZ,3QfmGPBL-4YUC,4OC2oUD0-3gKr,f9oOKewr-5OAZ,36,54000,Aluguel,2,3QfmGPBL-4YUC,Melhora_lar,C,2225,10.59,1,0.04,4OC2oUD0-3gKr,N,14
g6E24rIw-lrqF,lm99On82-BIQw,YJ3CEcEj-ood2,g6E24rIw-lrqF,54,53700,Aluguel,1,lm99On82-BIQw,Melhora_lar,D,29850,NULL,1,0.56,YJ3CEcEj-ood2,S,28
B6pI4RcS-9Fqj,o4epWNZB-1YmJ,1hO6pX9X-iveu,B6pI4RcS-9Fqj,22,39000,Aluguel,2,o4epWNZB-1YmJ,"Pessoal ",A,7000,8.9,1,0.18,1hO6pX9X-iveu,N,3
AAH4HhjJ-qDOb,KglPfbHd-aWHk,rdHGMw04-0Xbd,AAH4HhjJ-qDOb,28,44104,Aluguel,4,KglPfbHd-aWHk,"Empreendimento ",B,15000,NULL,1,0.34,rdHGMw04-0Xbd,N,10
7rocmjao-SRqW,xkz6MTTY-cKim,PHh5QLf3-yPRK,7rocmjao-SRqW,25,54000,Hipoteca,4,xkz6MTTY-cKim,"Educativo ",D,12000,17.49,1,0.22,PHh5QLf3-yPRK,N,4
R7C5Ko1j-Z7c8,u9grqO2I-1GPH,K3L9l3IG-YtCY,R7C5Ko1j-Z7c8,22,51000,Aluguel,5,u9grqO2I-1GPH,"Educativo ",B,20000,12.53,1,0.39,K3L9l3IG-YtCY,N,3
NxmHzMq5-LKzZ,8bZESkS1-Sttf,RoB8ymjd-p5Kw,NxmHzMq5-LKzZ,24,74000,Aluguel,1,8bZESkS1-Sttf,Melhora_lar,D,10000,14.54,1,0.14,RoB8ymjd-p5Kw,N,2
rrSUvj65-M3Ug,UN79Bb1b-lqco,vDlFOJHY-Gieq,rrSUvj65-M3Ug,25,34000,Aluguel,10,UN79Bb1b-lqco,Melhora_lar,B,20000,8.88,1,0.59,vDlFOJHY-Gieq,N,4
yjDm3AvT-zyCy,xj9v9K9k-s3Wk,9BESIcGP-BjAs,yjDm3AvT-zyCy,22,48000,Aluguel,6,xj9v9K9k-s3Wk,"Educativo ",C,15000,15.96,1,0.31,9BESIcGP-BjAs,N,3
dQ7OIswo-9R1L,04z2S1YS-WwJn,IUel1Mih-Rtot,dQ7OIswo-9R1L,30,54000,Aluguel,2,04z2S1YS-WwJn,Melhora_lar,E,5000,15.13,1,0.09,IUel1Mih-Rtot,N,7
uWgndJz7-iU7J,UFlzUELx-Dhbf,9iPDgAyc-DIK6,uWgndJz7-iU7J,29,89000,Aluguel,1,UFlzUELx-Dhbf,"Educativo ",A,28800,7.49,1,0.32,9iPDgAyc-DIK6,N,6
fBe6HTvG-x3KQ,oH2PxRk3-91gS,JKERLCv1-N5nf,fBe6HTvG-x3KQ,23,24216,Aluguel,1,oH2PxRk3-91gS,"Educativo ",D,3600,16.49,1,0.15,JKERLCv1-N5nf,N,3
ZYbszmir-uLWj,F9R1Ap6o-RGLp,BQdbF8Po-F0RQ,ZYbszmir-uLWj,24,55000,Aluguel,8,F9R1Ap6o-RGLp,"Medico ",B,16800,NULL,1,0.31,BQdbF8Po-F0RQ,N,4
hKEYi5g0-chAC,mI0EqG5i-UDYt,HSPj6ZhP-sRvx,hKEYi5g0-chAC,34,31000,Aluguel,5,mI0EqG5i-UDYt,"Medico ",A,14500,7.88,1,0.47,HSPj6ZhP-sRvx,N,10
zLfXY1cl-q0Z1,ioUt83G3-O71X,fW8SK39r-GFhG,zLfXY1cl-q0Z1,45,49000,Propria,5,ioUt83G3-O71X,"Medico ",E,24250,19.03,1,0.49,fW8SK39r-GFhG,S,11
GvQPcwwv-IFSU,47RRDdR0-P8mE,W3GsSFzb-liph,GvQPcwwv-IFSU,27,60000,Aluguel,11,47RRDdR0-P8mE,"Pessoal ",B,25000,NULL,1,0.42,W3GsSFzb-liph,N,9
EKuwggcp-8GMg,k81y3LGl-sIXv,qvHL82pl-4S3S,EKuwggcp-8GMg,30,24000,Aluguel,6,k81y3LGl-sIXv,"Medico ",D,5000,NULL,1,0.21,qvHL82pl-4S3S,S,8
mwMuTa46-rWpW,UeuDLumF-hDGn,O39bLdNF-Wit2,mwMuTa46-rWpW,30,37800,Aluguel,4,UeuDLumF-hDGn,"Medico ",B,15050,9.99,1,0.4,O39bLdNF-Wit2,N,7
SPy3PWDs-PdfP,WmC7otP3-lqUk,wMbMd5kh-8HBD,SPy3PWDs-PdfP,28,30144,Aluguel,NULL,WmC7otP3-lqUk,"Educativo ",D,15000,15.95,1,0.5,wMbMd5kh-8HBD,S,7
v9iaylja-URHI,Tz1bB9Mp-gqJy,FaByfNSX-MIH2,v9iaylja-URHI,28,51500,Aluguel,2,Tz1bB9Mp-gqJy,Pagamento_debitos,D,20000,15.65,1,0.39,FaByfNSX-MIH2,S,8
OKEkFXES-3Qmz,1MPH98Ng-cey7,2X8nZXTL-kiRh,OKEkFXES-3Qmz,24,78000,Hipoteca,8,1MPH98Ng-cey7,"Empreendimento ",C,24000,15.96,1,0.31,2X8nZXTL-kiRh,N,4
tCp6OlZO-I27j,yZ11OYy6-LGbv,YCU3Q7A7-odIR,tCp6OlZO-I27j,24,74004,Hipoteca,8,yZ11OYy6-LGbv,Pagamento_debitos,D,8000,15.21,1,0.11,YCU3Q7A7-odIR,N,3
BMdIi2Dl-4SOY,G2dDdyEH-aT6y,glhYFk5Y-JNyG,BMdIi2Dl-4SOY,22,57800,Aluguel,6,G2dDdyEH-aT6y,Pagamento_debitos,C,11200,13.16,1,0.19,glhYFk5Y-JNyG,N,3
xL5DhHK6-WSTA,5rw8GOHe-oP9d,qjpZiuWE-oi9C,xL5DhHK6-WSTA,29,63600,Aluguel,5,5rw8GOHe-oP9d,Pagamento_debitos,B,12000,12.42,1,0.19,qjpZiuWE-oi9C,N,8
uxeuJoCJ-Lxh1,sGUueWJp-hllY,CKkwfMGA-6lqD,uxeuJoCJ-Lxh1,35,33996,Aluguel,2,sGUueWJp-hllY,"Medico ",D,3600,16.32,1,0.11,CKkwfMGA-6lqD,N,5
2aabCXGX-8hnj,u2B5cREv-2wsy,RUbEJKlN-Oeck,2aabCXGX-8hnj,22,26400,Hipoteca,NULL,u2B5cREv-2wsy,"Pessoal ",B,1000,NULL,1,0.04,RUbEJKlN-Oeck,N,2
O0KGj4rY-DSFZ,wMHH72pO-fkuO,4PGZMfjS-3DiW,O0KGj4rY-DSFZ,22,39000,Hipoteca,6,wMHH72pO-fkuO,"Educativo ",A,7000,8.94,1,0.18,4PGZMfjS-3DiW,N,3
hybdOYlt-AuZ7,Feo6URHQ-NxxQ,ZBOA9Ag9-HDuo,hybdOYlt-AuZ7,26,52800,Aluguel,4,Feo6URHQ-NxxQ,"Pessoal ",B,4000,9.99,1,0.08,ZBOA9Ag9-HDuo,N,3
IBcJogmW-yPYw,7pMXchwy-xeAd,Mul4zOZ4-KY9i,IBcJogmW-yPYw,21,12000,Aluguel,NULL,7pMXchwy-xeAd,Melhora_lar,B,4000,10.99,1,0.33,Mul4zOZ4-KY9i,N,3
H9owiUl1-bjDy,6ZcacGJ0-3FiF,uGmTDrTc-4xQv,H9owiUl1-bjDy,28,69000,Hipoteca,5,6ZcacGJ0-3FiF,Pagamento_debitos,D,20000,14.91,1,0.29,uGmTDrTc-4xQv,S,5
y8Irx1xG-omFN,byBQZGEl-4KXc,6G4lvumH-ttGC,y8Irx1xG-omFN,31,10200,Aluguel,NULL,byBQZGEl-4KXc,"Medico ",D,1000,NULL,1,0.1,6G4lvumH-ttGC,S,10
9Dim283Z-uoGR,oux2Dqe8-6Ppp,jqZX6Poz-DjYI,9Dim283Z-uoGR,28,25200,Aluguel,5,oux2Dqe8-6Ppp,"Pessoal ",D,11500,14.46,1,0.46,jqZX6Poz-DjYI,S,6
9jkuTFOq-Uc93,iU4IyNdS-Kx2f,irBgGZWB-Gkuw,9jkuTFOq-Uc93,23,33000,Aluguel,8,iU4IyNdS-Kx2f,Pagamento_debitos,A,12000,8.49,1,0.36,irBgGZWB-Gkuw,N,3
9a0jdwaJ-GddC,eu5Zj3wK-BcdG,lCuXjyy3-roLR,9a0jdwaJ-GddC,22,35325,Aluguel,2,eu5Zj3wK-BcdG,Melhora_lar,D,6500,15.95,1,0.18,lCuXjyy3-roLR,N,2
j6nMLQjA-jx8r,mC2v5rBp-pfda,slG0EH14-KGIl,j6nMLQjA-jx8r,33,41277,Aluguel,3,mC2v5rBp-pfda,"Educativo ",B,3000,10,1,0.07,slG0EH14-KGIl,N,8
g6Zbe5GH-KExK,I65aJMU9-Mqn0,z1qXPfkJ-X2Ha,g6Zbe5GH-KExK,34,37000,Aluguel,2,I65aJMU9-Mqn0,"Medico ",D,16000,12.99,1,0.43,z1qXPfkJ-X2Ha,S,9
siZXIBa5-x19X,3DOJSuvh-kMQT,pqzwdK8Z-yFI1,siZXIBa5-x19X,NULL,21600,Aluguel,NULL,3DOJSuvh-kMQT,"Empreendimento ",C,3500,15.58,NULL,0.1,pqzwdK8Z-yFI1,N,6
CvskIpLc-BR72,UT8UOrIv-KsaB,oRgA5M7s-6ml6,CvskIpLc-BR72,22,45012,Aluguel,6,UT8UOrIv-KsaB,"Medico ",D,6500,13.99,1,0.14,oRgA5M7s-6ml6,N,2
BFBsvJKz-ZT5Z,busuDqGv-O2vG,m39OHg6y-0Zk4,BFBsvJKz-ZT5Z,25,58000,Aluguel,9,busuDqGv-O2vG,"Medico ",B,19900,11.83,1,0.34,m39OHg6y-0Zk4,N,4
RawIuZ5b-H5Ef,uWJe6NYA-N31j,cQF72iaa-ilwv,RawIuZ5b-H5Ef,29,64000,Aluguel,3,uWJe6NYA-N31j,"Educativo ",C,15000,15.27,1,0.23,cQF72iaa-ilwv,N,6
tKEtcA7x-AHrt,Bov8hGRT-9HX4,2HniWkfd-dyll,tKEtcA7x-AHrt,30,65000,Aluguel,4,Bov8hGRT-9HX4,Melhora_lar,A,24000,7.9,1,0.37,2HniWkfd-dyll,N,5
j1feZBOx-H9UO,WxengUBY-EbkA,B3laBgNm-qj6B,j1feZBOx-H9UO,32,12000,Aluguel,2,WxengUBY-EbkA,"Educativo ",A,6200,6.17,1,0.52,B3laBgNm-qj6B,N,9
UhXGdmJs-Cl1P,uxxZNWCN-XgHr,bjFAbeQC-oLnM,UhXGdmJs-Cl1P,25,50000,Hipoteca,6,uxxZNWCN-XgHr,"Pessoal ",A,12800,7.49,1,0.26,bjFAbeQC-oLnM,N,4
MvQLojJX-Wpro,5Xvbh6uE-JNcM,qG3qNfox-OY6H,MvQLojJX-Wpro,27,60174,Hipoteca,11,5Xvbh6uE-JNcM,"Medico ",B,3025,10.99,1,0.04,qG3qNfox-OY6H,N,10
nW9jIBre-DZXf,xgKrrdyp-4d0E,rUo5SZf5-xxxp,nW9jIBre-DZXf,33,118000,Hipoteca,12,xgKrrdyp-4d0E,Pagamento_debitos,D,35000,17.49,1,0.3,rUo5SZf5-xxxp,S,7
9BW780DW-JvZB,fIl2dGsS-UZ56,wnRWz3CR-x62K,9BW780DW-JvZB,23,15000,Propria,4,fIl2dGsS-UZ56,Pagamento_debitos,C,4000,13.98,1,0.27,wnRWz3CR-x62K,N,4
Zvv0hwQn-H90y,Lo3joWBk-rvYj,TFc6UD3z-Ze8W,Zvv0hwQn-H90y,40,45996,Aluguel,4,Lo3joWBk-rvYj,Pagamento_debitos,D,20000,14.61,1,0.43,TFc6UD3z-Ze8W,S,13
Nk97l1tX-gxt9,nhh1Hj4l-tmyS,3nIDrnDf-2KrY,Nk97l1tX-gxt9,25,30000,Aluguel,10,nhh1Hj4l-tmyS,"Empreendimento ",A,11400,7.51,1,0.38,3nIDrnDf-2KrY,N,4
vNxRyGx3-xnqy,XdSHdPnl-YwHS,O2anvYiK-M4J0,vNxRyGx3-xnqy,24,29000,Aluguel,1,XdSHdPnl-YwHS,"Empreendimento ",B,10000,10.74,1,0.34,O2anvYiK-M4J0,N,2
EajeuxCY-Irst,Gs3bIftd-OoZ1,xZsM3hhn-Dlz4,EajeuxCY-Irst,NULL,33000,Aluguel,4,Gs3bIftd-OoZ1,"Medico ",B,10000,9.63,1,NULL,xZsM3hhn-Dlz4,N,4
gpMhlW24-kCij,yO4gvBNx-cR5W,GTf7U5Oc-uLDS,gpMhlW24-kCij,23,32000,Aluguel,2,yO4gvBNx-cR5W,"Empreendimento ",E,5000,13.93,1,0.16,GTf7U5Oc-uLDS,N,4
QM5xgvYT-cldE,NMLEPTiG-wYL4,onsHdvSM-mYU6,QM5xgvYT-cldE,26,52704,Hipoteca,8,NMLEPTiG-wYL4,Melhora_lar,B,3000,10.95,1,0.06,onsHdvSM-mYU6,N,4
0rhZxxlW-axcC,O818OxY6-4ewR,A3FkNT2G-bOIA,0rhZxxlW-axcC,26,44000,Aluguel,5,O818OxY6-4ewR,"Medico ",C,4600,13.99,1,0.1,A3FkNT2G-bOIA,N,3
vz33iypm-Mx15,oFW1ChGN-NC7o,SH7HIIEf-0pOb,vz33iypm-Mx15,22,14400,Aluguel,2,oFW1ChGN-NC7o,"Pessoal ",E,2500,NULL,1,0.17,SH7HIIEf-0pOb,N,2
5I5zaqge-KPb3,Rz5hstMh-hPfm,3HW3PWav-kutr,5I5zaqge-KPb3,28,36000,Aluguel,2,Rz5hstMh-hPfm,Melhora_lar,B,7500,10.39,1,0.21,3HW3PWav-kutr,N,9
e0pEqTnq-ig5J,Yqb9ueeQ-4Ks0,TewSk2pu-IQ1P,e0pEqTnq-ig5J,22,39000,Aluguel,2,Yqb9ueeQ-4Ks0,"Medico ",C,5000,12.23,1,0.13,TewSk2pu-IQ1P,S,3
RINyBzUf-hH2K,2rK64RGH-bYHQ,DL7lIYqD-veSb,RINyBzUf-hH2K,25,48500,Outros,1,2rK64RGH-bYHQ,"Educativo ",E,19500,15.57,1,0.4,DL7lIYqD-veSb,N,4
d7HUzApn-wBcp,krM5sfIn-eqhM,szGpLGdF-Anpo,d7HUzApn-wBcp,24,148000,Hipoteca,8,krM5sfIn-eqhM,Pagamento_debitos,D,25000,15.31,1,0.17,szGpLGdF-Anpo,S,2
9Ho3tpmh-LpGz,MHaWsLah-0Q5F,Z5pLlbDm-Zwx7,9Ho3tpmh-LpGz,40,32000,Aluguel,2,MHaWsLah-0Q5F,Pagamento_debitos,D,8000,14.96,1,0.25,Z5pLlbDm-Zwx7,S,17
BcPbEFGb-F2eh,kvwbc7QU-2om5,1KS0GLgv-BI6T,BcPbEFGb-F2eh,32,80000,Aluguel,1,kvwbc7QU-2om5,"Medico ",C,25000,12.87,1,0.31,1KS0GLgv-BI6T,N,9
A9lKMgcz-poQt,4uOHxBx6-HuE4,d7WDY3er-TwXo,A9lKMgcz-poQt,22,54000,Aluguel,7,4uOHxBx6-HuE4,"Medico ",F,2000,18.3,1,0.04,d7WDY3er-TwXo,S,4
suKGFwcX-2l6h,RWx47s7c-pWet,Pdic5d8o-dRO4,suKGFwcX-2l6h,24,16800,Aluguel,2,RWx47s7c-pWet,Pagamento_debitos,D,6000,14.84,1,0.36,Pdic5d8o-dRO4,S,4
